"initial_alias","converted_alias","name","description","namespace"
"YOL017W","Q08119","ESC8","Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication [Source:SGD;Acc:S000005377]","ENSG,ENSP"
"YOR064C","Q08465","YNG1","Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region [Source:SGD;Acc:S000005590]","ENSG,ENSP"
"YNL281W","P53834","HCH1","Heat shock protein regulator; binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; role in regulating Hsp90 inhibitor drug sensitivity; GFP-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005225]","ENSG,ENSP"
"YPR181C","P15303","SEC23","GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p [Source:SGD;Acc:S000006385]","ENSG,ENSP"
"YNL047C","P53955","SLM2","Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm1p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; SLM2 has a paralog, SLM1, that arose from the whole genome duplication [Source:SGD;Acc:S000004992]","ENSG,ENSP"
"YIL053W","P41277","YIL053W","Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication [Source:SGD;Acc:S000001315]","ENSG,ENSP"
"YIL119C","P23250","RPI1","Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF [Source:SGD;Acc:S000001381]","ENSG,ENSP"
"YLR384C","Q06706","IKI3","Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP, mutations in which cause familial dysautonomia (FD) [Source:SGD;Acc:S000004376]","ENSG,ENSP"
"YKR098C","P36026","UBP11","Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; UBP11 has a paralog, UBP7, that arose from the whole genome duplication [Source:SGD;Acc:S000001806]","ENSG,ENSP"
"YML058W-A","Q6Q5K6","HUG1","Ribonucleotide reductase inhibitor; intrinsically disordered protein that binds to and inhibits Rnr2p; involved in the Mec1p-mediated checkpoint pathway; transcription is induced by genotoxic stress and by activation of the Rad53p pathway; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000007472]","ENSG,ENSP"
"YGL079W","P53158","KXD1","Subunit of the BLOC-1 complex involved in endosomal maturation; null mutant is sensitive to drug inducing secretion of vacuolar cargo; GFP-fusion protein localizes to the endosome [Source:SGD;Acc:S000003047]","ENSG,ENSP"
"YOR307C","P22215","SLY41","Protein involved in ER-to-Golgi transport [Source:SGD;Acc:S000005834]","ENSG,ENSP"
"YLR127C","Q12440","APC2","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p [Source:SGD;Acc:S000004117]","ENSG,ENSP"
"YLR271W","Q06152","CMG1","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS [Source:SGD;Acc:S000004261]","ENSG,ENSP"
"YFR009W","P43535","GCN20","Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA [Source:SGD;Acc:S000001905]","ENSG,ENSP"
"YPR103W","P30656","PRE2","Beta 5 subunit of the 20S proteasome; responsible for the chymotryptic activity of the proteasome [Source:SGD;Acc:S000006307]","ENSG,ENSP"
"YNL024C","P53970","EFM6","Putative S-adenosylmethionine-dependent lysine methyltransferase; responsible for modifying Lys-390 in translational elongation factor EF-1 alpha (eEF1A); has seven beta-strand methyltransferase motif; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm [Source:SGD;Acc:S000004969]","ENSG,ENSP"
"YPR004C","Q12480","AIM45","Putative ortholog of mammalian ETF-alpha; interacts with frataxin, Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit [Source:SGD;Acc:S000006208]","ENSG,ENSP"
"YOL044W","Q08215","PEX15","Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly [Source:SGD;Acc:S000005404]","ENSG,ENSP"
"YML093W","Q04500","UTP14","Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit [Source:SGD;Acc:S000004558]","ENSG,ENSP"
"YKR093W","P32901","PTR2","Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p [Source:SGD;Acc:S000001801]","ENSG,ENSP"
"YOR163W","Q99321","DDP1","Polyphosphate phosphatase; hydrolyzes diphosphorylated inositol polyphosphates and diadenosine polyphosphates; high specificity for diadenosine hexa- and pentaphosphates; contains endopolyphosphatase activity with a high affinity for polyphosphates, an activity also observed for its human DIPP homologs; possesses mRNA decapping activity; nudix hydrolase family member; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005689]","ENSG,ENSP"
"YPL119C","P24784","DBP1","Putative ATP-dependent RNA helicase of the DEAD-box protein family; mutants show reduced stability of the 40S ribosomal subunit scanning through 5' untranslated regions of mRNAs; protein abundance increases in response to DNA replication stress; DBP1 has a paralog, DED1, that arose from the whole genome duplication [Source:SGD;Acc:S000006040]","ENSG,ENSP"
"YGL242C","P53066","YGL242C","Protein of unknown function; N-terminally propionylated in vivo; deletion mutant is viable [Source:SGD;Acc:S000003211]","ENSG,ENSP"
"YPR124W","P49573","CTR1","High-affinity copper transporter of plasma membrane; mediates nearly all copper uptake under low copper conditions; transcriptionally induced at low copper levels and degraded at high copper levels; protein increases in abundance and relocalizes from nucleus to plasma membrane upon DNA replication stress; human homolog SLC31A1 can complement a yeast ctr1 ctr3 double deletion [Source:SGD;Acc:S000006328]","ENSG,ENSP"
"YBR133C","P38274","HSL7","Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent localization to the bud neck in budded cells and periodic Hsl1p-dependent phosphorylation; required with Hsl1p, and Elm1p for the mother-bud neck recruitment, phosphorylation, and degradation of Swe1p; interacts directly with Swe1p; relocalizes away from bud neck upon DNA replication stress; human homolog PRMT5 can complement yeast hsl7 mutant [Source:SGD;Acc:S000000337]","ENSG,ENSP"
"YBR202W","P38132","MCM7","Component of the Mcm2-7 hexameric helicase complex; MCM2-7 primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex [Source:SGD;Acc:S000000406]","ENSG,ENSP"
"YHR132W-A","Q9P305","IGO2","Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO2 has a paralog, IGO1, that arose from the whole genome duplication [Source:SGD;Acc:S000007496]","ENSG,ENSP"
"YOR085W","P48439","OST3","Gamma subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; Ost3p is important for N-glycosylation of a subset of proteins [Source:SGD;Acc:S000005611]","ENSG,ENSP"
"YHR089C","P28007","GAR1","Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA [Source:SGD;Acc:S000001131]","ENSG,ENSP"
"YNL239W","None","None","None",""
"YKR021W","P36117","ALY1","Alpha arrestin, substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog, ALY2, that arose from the whole genome duplication [Source:SGD;Acc:S000001729]","ENSG,ENSP"
"YLR301W","Q05905","HRI1","Protein of unknown function that interacts with Sec72p and Hrr25p [Source:SGD;Acc:S000004292]","ENSG,ENSP"
"YPL069C","Q12051","BTS1","Geranylgeranyl diphosphate synthase (GGPS); increases the intracellular pool of geranylgeranyl diphosphate, suppressor of bet2 mutation that causes defective geranylgeranylation of small GTP-binding proteins that mediate vesicular traffic [Source:SGD;Acc:S000005990]","ENSG,ENSP"
"YML085C","P09733","TUB1","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication [Source:SGD;Acc:S000004550]","ENSG,ENSP"
"YGL156W","P22855","AMS1","Vacuolar alpha mannosidase; involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway [Source:SGD;Acc:S000003124]","ENSG,ENSP"
"YOR326W","P19524","MYO2","Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle; MYO2 has a paralog, MYO4, that arose from the whole genome duplication [Source:SGD;Acc:S000005853]","ENSG,ENSP"
"YER088C","P40059","DOT6","Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000000890]","ENSG,ENSP"
"YML064C","P38987","TEM1","GTP-binding protein of the Ras superfamily; involved in termination of M-phase; controls actomyosin and septin dynamics during cytokinesis [Source:SGD;Acc:S000004529]","ENSG,ENSP"
"YBR162C","P38288","TOS1","Covalently-bound cell wall protein of unknown function; identified as a cell cycle regulated SBF target gene; deletion mutants are highly resistant to treatment with beta-1,3-glucanase; has sequence similarity to YJL171C [Source:SGD;Acc:S000000366]","ENSG,ENSP"
"YLR166C","Q06245","SEC10","Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion [Source:SGD;Acc:S000004156]","ENSG,ENSP"
"YOR033C","P39875","EXO1","5'-3' exonuclease and flap-endonuclease; involved in recombination, double-strand break repair, MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family, with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog, DIN7, that arose from the whole genome duplication [Source:SGD;Acc:S000005559]","ENSG,ENSP"
"YFL025C","P43571","BST1","GPI inositol deacylase of the endoplasmic reticulum (ER); negatively regulates COPII vesicle formation; prevents production of vesicles with defective subunits; required for proper discrimination between resident ER proteins and Golgi-bound cargo molecules; functional ortholog of human PGAP1, mutation of which is associated with intellectual disability and encephalopathy [Source:SGD;Acc:S000001869]","ENSG,ENSP"
